X:Pos_TX-Body5-slider_crank(mm),Y:Pos_TX-Body5-slider_crank(mm),Y:Pos_TY-Body5-slider_crank(mm),Y:Pos_TZ-Body5-slider_crank(mm)
0.78825300,-194.59989,322.51817,-1.2360982e-12
0.78925300,-195.11791,322.28363,-1.2365357e-12
0.79025300,-195.63381,322.04901,-1.2369711e-12
0.79125300,-196.14759,321.81430,-1.2374045e-12
0.79225300,-196.65926,321.57954,-1.2378357e-12
0.79325300,-197.16879,321.34472,-1.2382650e-12
0.79425300,-197.67620,321.10987,-1.2386921e-12
0.79525300,-198.18147,320.87499,-1.2391172e-12
0.79625300,-198.68459,320.64010,-1.2395403e-12
0.79725300,-199.18558,320.40521,-1.2399613e-12
0.79825300,-199.68441,320.17033,-1.2403802e-12
0.79925300,-200.18109,319.93548,-1.2407971e-12
0.80025300,-200.67562,319.70067,-1.2412119e-12
0.80125300,-201.16798,319.46590,-1.2416247e-12
0.80225300,-201.65818,319.23121,-1.2420354e-12
0.80325300,-202.14621,318.99658,-1.2424440e-12
0.80425300,-202.63206,318.76205,-1.2428506e-12
