X:Pos_TX-Body1-slider_crank(mm),Y:Pos_TX-Body1-slider_crank(mm),Y:Pos_TY-Body1-slider_crank(mm),Y:Pos_TZ-Body1-slider_crank(mm)
0.93825300,-41.774744,27.474912,0.0000000
0.93925300,-41.784220,27.460499,0.0000000
0.94025300,-41.793546,27.446303,0.0000000
0.94125300,-41.802722,27.432325,0.0000000
0.94225300,-41.811748,27.418565,0.0000000
0.94325300,-41.820625,27.405024,0.0000000
0.94425300,-41.829351,27.391703,0.0000000
0.94525300,-41.837927,27.378602,0.0000000
0.94625300,-41.846353,27.365722,0.0000000
0.94725300,-41.854628,27.353063,0.0000000
0.94825300,-41.862753,27.340627,0.0000000
0.94925300,-41.870727,27.328414,0.0000000
0.95025300,-41.878551,27.316424,0.0000000
0.95125300,-41.886223,27.304658,0.0000000
0.95225300,-41.893744,27.293116,0.0000000
0.95325300,-41.901114,27.281800,0.0000000
0.95425300,-41.908333,27.270710,0.0000000
0.95525300,-41.915400,27.259847,0.0000000
0.95625300,-41.922315,27.249210,0.0000000
0.95725300,-41.929079,27.238802,0.0000000
0.95825300,-41.935691,27.228622,0.0000000
0.95925300,-41.942150,27.218671,0.0000000
0.96025300,-41.948457,27.208950,0.0000000
0.96125300,-41.954612,27.199458,0.0000000
0.96225300,-41.960614,27.190198,0.0000000
0.96325300,-41.966463,27.181169,0.0000000
0.96425300,-41.972159,27.172373,0.0000000
0.96525300,-41.977702,27.163809,0.0000000
0.96625300,-41.983092,27.155478,0.0000000
0.96725300,-41.988328,27.147381,0.0000000
0.96825300,-41.993411,27.139519,0.0000000
0.96925300,-41.998339,27.131891,0.0000000
0.97025300,-42.003113,27.124499,0.0000000
0.97125300,-42.007733,27.117344,0.0000000
0.97225300,-42.012199,27.110425,0.0000000
0.97325300,-42.016510,27.103744,0.0000000
0.97425300,-42.020665,27.097300,0.0000000
0.97525300,-42.024666,27.091095,0.0000000
0.97625300,-42.028511,27.085129,0.0000000
0.97725300,-42.032201,27.079403,0.0000000
0.97825300,-42.035735,27.073917,0.0000000
0.97925300,-42.039113,27.068672,0.0000000
